Rank,asn_v4,AS_Name,CC,Users,country_pct,Internet_pct,Samples
304,"AS30985","IKATELNET","ML",1698154,71.14,0.0488,184025
305,"AS133982","EXCITEL-AS-IN Excitel Broadband Private Limited","IN",1696635,0.36,0.0488,237542
306,"AS23944","SKYBB-AS-AP SKYBroadband SKYCable Corporation","PH",1674140,3.57,0.0481,194221
307,"AS27651","ENTEL CHILE S.A.","CL",1673943,11.75,0.0481,237717
308,"AS37168","CELL-C","ZA",1672472,5.55,0.0481,39763
309,"AS28509","Cablemas Telecomunicaciones SA de CV","MX",1646722,2.77,0.0473,333313
310,"AS15704","AS15704","ES",1646291,4.31,0.0473,167068
311,"AS12353","VODAFONE-PT Vodafone Portugal","PT",1646009,23.84,0.0473,265168
312,"AS3786","LGDACOM LG DACOM Corporation","KR",1645419,3.74,0.0473,174652
313,"AS24432","AXIATA-ROBI-AS-AP TM International Bangladesh Ltd.Internet service Provider,Gulshan-1,Dhaka-1212","BD",1643416,7.42,0.0472,239887
314,"AS52341","Centennial Cayman Corp Chile S.A","CL",1638897,11.51,0.0471,232740
315,"AS3741","IS","ZA",1636804,5.43,0.0471,38915
316,"AS36974","AFNET-AS","CI",1636258,29.29,0.0470,128958
317,"AS2519","VECTANT ARTERIA Networks Corporation","JP",1634968,1.41,0.0470,98960
318,"AS17962","TOPWAY-NET ShenZhen Topway Video Communication Co. Ltd","CN",1620024,0.22,0.0466,54414
319,"AS31163","MF-KAVKAZ-AS","RU",1608711,1.57,0.0462,226888
320,"AS37693","TUNISIANA","TN",1600679,28.30,0.0460,241463
321,"AS197207","MCCI-AS","AE",1585281,17.87,0.0456,65971
322,"AS12880","DCI-AS","IR",1579172,3.91,0.0454,89841
323,"AS31213","MF-NWGSM-AS","RU",1574557,1.53,0.0453,222071
324,"AS6855","","SK",1537915,34.19,0.0442,187360
325,"AS134238","CT-JIANGXI-IDC CHINANET Jiangx province IDC network","CN",1535144,0.21,0.0441,51563
326,"AS4771","SPARKNZ Spark New Zealand Trading Ltd.","NZ",1533135,35.85,0.0441,131065
327,"AS18101","RELIANCE-COMMUNICATIONS-IN Reliance Communications Ltd.DAKC MUMBAI","IN",1530408,0.32,0.0440,214269
328,"AS8386","KOCNET","TR",1519960,3.16,0.0437,633511
329,"AS21497","UMC-AS","UA",1507351,7.80,0.0433,326463
330,"AS37611","Afrihost","ZA",1488413,4.94,0.0428,35387
331,"AS12083","WOW-INTERNET - WideOpenWest Finance LLC","US",1484619,0.51,0.0427,374045
332,"AS6871","PLUSNET UK Internet Service Provider","GB",1477877,2.39,0.0425,180454
333,"AS37190","ATLANTIQUE-TELECOM-","CI",1475954,26.42,0.0424,116324
334,"AS10029","SHYAMSPECTRA-AS SHYAM SPECTRA PVT LTD","IN",1450677,0.31,0.0417,203106
335,"AS6830","LGI-UPC formerly known as UPC Broadband Holding B.V.","CZ",1448951,15.42,0.0417,144245
336,"AS45528","TIKONAIN-AS Tikona Infinet Ltd.","IN",1445291,0.30,0.0415,202352
337,"AS8972","GD-EMEA-DC-SXB1","DE",1436302,1.98,0.0413,89186
338,"AS37061","Safaricom","KE",1431316,6.12,0.0411,38056
339,"AS7438","Pegaso PCS, S.A. de C.V.","MX",1427810,2.40,0.0410,289003
340,"AS6830","LGI-UPC formerly known as UPC Broadband Holding B.V.","HU",1418098,18.30,0.0408,354423
341,"AS10474","OPTINET","ZA",1404627,4.66,0.0404,33395
342,"AS2514","INFOSPHERE NTT PC Communications, Inc.","JP",1403750,1.21,0.0404,84965
343,"AS53006","ALGAR TELECOM SA","BR",1403099,1.00,0.0403,135523
344,"AS17917","QTLTELECOM-AS-AP Quadrant Televentures Limited","IN",1396837,0.29,0.0402,195568
345,"AS8447","TELEKOM-AT A1 Telekom Austria AG","AT",1390782,19.57,0.0400,98214
346,"AS6568","Entel S.A. - EntelNet","BO",1386398,29.73,0.0399,190501
347,"AS32934","FACEBOOK - Facebook, Inc.","US",1384673,0.48,0.0398,348864
348,"AS14061","DIGITALOCEAN-ASN - DigitalOcean, LLC","US",1374865,0.47,0.0395,346393
349,"AS6849","UKRTELNET","UA",1371951,7.10,0.0394,297138
350,"AS42298","GCC-MPLS-PEERING GCC MPLS peering","QA",1370760,54.39,0.0394,187858
351,"AS64466","UMS-AS","UZ",1369764,8.21,0.0394,19200
352,"AS29355","KCELL-AS","KZ",1366152,13.19,0.0393,210850
353,"AS27947","Telconet S.A","EC",1366127,18.59,0.0393,210403
354,"AS43754","ASIATECH","IR",1356202,3.35,0.0390,77156
355,"AS14754","Telgua","SV",1349707,54.74,0.0388,216369
356,"AS37287","ZAIN-ZAMBIA","ZM",1349460,39.40,0.0388,55929
357,"AS28118","ALTICE DOMINICANA S.A.","DO",1346445,23.68,0.0387,359352
358,"AS327712","ATM","DZ",1339034,15.97,0.0385,675439
359,"AS25106","MTSBY-AS","BY",1336402,23.21,0.0384,236009
360,"AS29562","KABELBW-ASN","DE",1336325,1.84,0.0384,82978
361,"AS39651","COMHEM-SWEDEN","SE",1333270,14.26,0.0383,112512
362,"AS9050","RTD Bucharest, Romania","RO",1331509,11.77,0.0383,323406
363,"AS18126","CTCX Chubu Telecommunications Company, Inc.","JP",1330328,1.15,0.0382,80521
364,"AS132525","CMNET-HEILONGJIANG-CN HeiLongJiang Mobile Communication Company Limited","CN",1329090,0.18,0.0382,44642
365,"AS134810","CMNET-JILIN-AS-AP China Mobile Group JiLin communications corporation","CN",1319385,0.18,0.0379,44316
366,"AS49273","COSCOM-AS","UZ",1318113,7.90,0.0379,18476
367,"AS8953","ASN-ORANGE-ROMANIA","RO",1311755,11.60,0.0377,318608
368,"AS133612","VODAFONE-AS-AP Vodafone Australia Pty Ltd","AU",1308663,6.14,0.0376,103529
369,"AS8551","BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone","IL",1306706,21.06,0.0376,179570
370,"AS1759","TSF-IP-CORE Telia Finland Oyj","FI",1305238,25.39,0.0375,84338
371,"AS132165","CONNECT-AS-AP Connect Communications","PK",1301724,3.59,0.0374,166295
372,"AS16299","XFERA","ES",1299893,3.41,0.0374,131915
373,"AS2119","TELENOR-NEXTEL Telenor Norge AS","NO",1297881,24.56,0.0373,121150
374,"AS16086","DNA","FI",1296819,25.23,0.0373,83794
375,"AS42610","NCNET-AS","RU",1296786,1.26,0.0373,182895
376,"AS17747","ZIML-AP SITI NETWORKS LIMITED","IN",1290657,0.27,0.0371,180702
377,"AS9617","ZAQ Jupiter Telecommunications Co., Ltd.","JP",1289768,1.12,0.0371,78066
378,"AS37492","ORANGE-","TN",1286845,22.75,0.0370,194121
379,"AS37577","Orange-","BF",1286211,62.42,0.0370,60161
380,"AS57218","TAMINTELECOM","IR",1284574,3.18,0.0369,73081
381,"AS10010","TOKAI TOKAI Communications Corporation","JP",1281458,1.11,0.0368,77563
382,"AS36866","JTL","KE",1280459,5.48,0.0368,34045
383,"AS131429","MOBIFONE-AS-VN MOBIFONE Corporation","VN",1278711,2.53,0.0368,191199
384,"AS5391","T-HT Croatian Telecom Inc.","HR",1277829,41.54,0.0367,348455
385,"AS10396","COQUI-NET - DATACOM CARIBE, INC.","PR",1277680,42.21,0.0367,190484
386,"AS37645","ZAP-Angola","AO",1273197,17.53,0.0366,24965
387,"AS41330","T2-NOVOSIBIRSK-AS","RU",1273034,1.24,0.0366,179545
388,"AS12741","AS-NETIA Warszawa 02-822","PL",1270856,4.61,0.0365,233614
389,"AS264731","Corporacion Digitel C.A.","VE",1256555,6.64,0.0361,83919
390,"AS4760","HKTIMS-AP PCCW Limited","HK",1253131,22.61,0.0360,644138
391,"AS2510","INFOWEB FUJITSU LIMITED","JP",1251488,1.08,0.0360,75749
392,"AS17465","ASIANET Cable ISP in India","IN",1248116,0.26,0.0359,174746
393,"AS31042","SERBIA-BROADBAND-AS Serbia BroadBand-Srpske Kablovske mreze d.o.o.","RS",1245129,26.38,0.0358,507976
394,"AS45090","CNNIC-TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited","CN",1243793,0.17,0.0358,41777
395,"AS48190","T2-EKATERINBURG-AS","RU",1243389,1.21,0.0357,175364
396,"AS25255","H3G-AUSTRIA-AS","AT",1238951,17.43,0.0356,87492
397,"AS21502","ASN-NUMERICABLE","FR",1217435,2.15,0.0350,169696
398,"AS136190","CHINATELECOM-YUNNAN-DALI-MAN DaLi","CN",1215182,0.16,0.0349,40816
399,"AS28126","BRISANET SERVICOS DE TELECOMUNICACOES LTDA","BR",1201636,0.85,0.0345,116064
400,"AS56167","PTML-PK Plot No 181-186 Street","PK",1200378,3.31,0.0345,153348
401,"AS17754","EXCELL-AS Excellmedia","IN",1200126,0.25,0.0345,168027
402,"AS16322","PARSONLINE Tehran - IRAN","IR",1198885,2.97,0.0345,68206
403,"AS28787","BAKINTER-AS Bakinternet ISP, Azerbaijan","AZ",1194711,19.55,0.0343,117716
404,"AS23688","LINK3-TECH-AS-BD-AP Link3 Technologies Ltd.","BD",1191517,5.38,0.0343,173924
405,"AS39811","MTSNET-FAR-EAST-AS An Autonomous System for the Far East divisions","RU",1189892,1.16,0.0342,167819
406,"AS42961","GPRS-AS ZAIN","KW",1182030,34.85,0.0340,171439
407,"AS50010","NAWRAS-AS Sultanate of Oman","OM",1176604,33.18,0.0338,134958
408,"AS17665","IN2CABLE-AP AS Number of In2cable.com (India) Ltd.","IN",1171556,0.25,0.0337,164027
409,"AS50608","VENTELOHOSTING","NO",1171511,22.17,0.0337,109354
410,"AS14061","DIGITALOCEAN-ASN - DigitalOcean, LLC","DE",1170109,1.61,0.0336,72657
411,"AS6730","SUNRISE","CH",1164106,15.53,0.0335,94244
412,"AS4809","CHINATELECOM-CORE-WAN-CN2 China Telecom Next Generation Carrier Network","CN",1162128,0.16,0.0334,39034
413,"AS37204","TELONE","ZW",1147212,31.72,0.0330,61832
414,"AS37282","MAINONE","NG",1146099,1.24,0.0329,20907
415,"AS6830","LGI-UPC formerly known as UPC Broadband Holding B.V.","AT",1130947,15.91,0.0325,79865
416,"AS1680","NV-ASN CELLCOM ltd.","IL",1124704,18.13,0.0323,154559
417,"AS6503","Axtel, S.A.B. de C.V.","MX",1120928,1.88,0.0322,226887
418,"AS21575","ENTEL PERU S.A.","PE",1120466,8.32,0.0322,184401
419,"AS4739","INTERNODE-AS Internode Pty Ltd","AU",1118056,5.25,0.0321,88450
420,"AS55577","BEAMTELE-AS-AP Atria Convergence Technologies pvt ltd","IN",1115152,0.23,0.0321,156130
421,"AS18229","CTRLS-AS-IN CtrlS Datacenters Ltd.","IN",1113395,0.23,0.0320,155884
422,"AS131269","BEAMTELE-AS-AP ACTFIBERNET Pvt Ltd","IN",1108296,0.23,0.0319,155170
423,"AS4816","CHINANET-IDC-GD China Telecom (Group)","CN",1101333,0.15,0.0317,36992
424,"AS47589","KTC3G","KW",1094425,32.26,0.0315,158733
425,"AS9269","HKBN-AS-AP Hong Kong Broadband Network Ltd.","HK",1092447,19.71,0.0314,561543
426,"AS9506","SINGTEL-FIBRE Singtel Fibre Broadband","SG",1086382,22.48,0.0312,320909
427,"AS28884","MR-SIB-MTSAS MR Sibir","RU",1083878,1.06,0.0312,152867
428,"AS36884","MAROCCONNECT","MA",1081395,5.14,0.0311,124086
429,"AS8376","","JO",1065981,23.17,0.0306,177967
430,"AS12357","COMUNITEL SPAIN","ES",1059780,2.78,0.0305,107548
431,"AS53037","NEXTEL TELECOMUNICAES LTDA","BR",1059061,0.75,0.0304,102293
432,"AS33779","wataniya-telecom-as","DZ",1053633,12.57,0.0303,531476
433,"AS12392","ASBRUTELE VOO","BE",1045960,10.23,0.0301,86598
434,"AS9500","VODAFONE-TRANSIT-AS Vodafone NZ Ltd.","NZ",1040962,24.34,0.0299,88990
435,"AS790","EUNET","FI",1039804,20.23,0.0299,67187
436,"AS855","CANET-ASN-4 - Bell Canada","CA",1037948,3.15,0.0298,146157
437,"AS12302","VODAFONERO Charles de Gaulle nr.15","RO",1027021,9.08,0.0295,249450
438,"AS10429","Telefonica Data S.A.","BR",1026894,0.73,0.0295,99186
439,"AS28840","TATTELECOM-AS","RU",1021532,1.00,0.0294,144074
440,"AS20845","DIGICABLE","HU",1020736,13.17,0.0293,255111
441,"AS3598","MICROSOFT-CORP-AS - Microsoft Corporation","IN",1020722,0.21,0.0293,142909
442,"AS9038","BAT-AS9038","JO",1017997,22.13,0.0293,169956
443,"AS24139","WASUHZ Huashu mediaNetwork Limited","CN",1014904,0.14,0.0292,34089
444,"AS201767","UZMOBILE-AS Nukus str. 22A, Tashkent 100100, Uzbekistan","UZ",1013197,6.07,0.0291,14202
445,"AS25229","VOLIA-AS","UA",1011244,5.23,0.0291,219016
446,"AS262210","VIETTEL PER S.A.C.","PE",1009775,7.50,0.0290,166184
447,"AS7992","COGECOWAVE - Cogeco Cable","CA",1008334,3.06,0.0290,141987
448,"AS15378","TELE2-RU-AS Tele2 Russia Network","RU",1008167,0.98,0.0290,142189
449,"AS17625","BLAZENET-IN-AP BlazeNets Network","IN",1006551,0.21,0.0289,140925
450,"AS3329","HOL-GR Athens, Greece","GR",1005094,13.94,0.0289,458055
451,"AS48092","NSB-AS","RU",1005083,0.98,0.0289,141754
452,"AS37030","TIGO-AS","GH",1000950,11.76,0.0288,119739
453,"AS206026","IPNETKAR-TEL","KZ",999134,9.65,0.0287,154205
454,"AS36962","MTNZ-AS","ZM",994994,29.05,0.0286,41238
455,"AS6621","HNS-DIRECPC - Hughes Network Systems","US",987133,0.34,0.0284,248705
456,"AS36908","VTL-ASN","TZ",987091,30.77,0.0284,123842
457,"AS29314","VECTRANET-AS Al. Zwyciestwa 253, 81-525 Gdynia, Poland","PL",984060,3.57,0.0283,180894
458,"AS27995","CLARO CHILE S.A.","CL",976507,6.86,0.0281,138674
459,"AS23674","NAYATEL-PK Nayatel (Pvt) Ltd","PK",975109,2.69,0.0280,124570
460,"AS37705","TOPNET","TN",969921,17.15,0.0279,146313
461,"AS11830","Instituto Costarricense de Electricidad y Telecom.","CR",969770,34.45,0.0279,200756
462,"AS6830","LGI-UPC formerly known as UPC Broadband Holding B.V.","RO",964231,8.52,0.0277,234199
463,"AS2119","TELENOR-NEXTEL Telenor Norge AS","SE",962364,10.30,0.0277,81212
464,"AS8866","BTC-AS BULGARIA","BG",960448,23.46,0.0276,526131
465,"AS42003","OGERONET OGERO Telecom","LB",954873,20.62,0.0274,159815
466,"AS262186","TV AZTECA SUCURSAL COLOMBIA","CO",948436,3.35,0.0273,147089
467,"AS6535","Telmex Servicios Empresariales S.A.","CL",947883,6.65,0.0272,134609
468,"AS45245","BANGLALINK-AS banglalink an Orascom Telecom Company, providing GSM Telecom service in Bangladesh","BD",947861,4.28,0.0272,138358
469,"AS13036","TMOBILE-","CZ",947722,10.08,0.0272,94347
470,"AS4685","ASAHI-NET Asahi Net","JP",947525,0.82,0.0272,57351
471,"AS9930","TTNET-MY TIME dotCom Berhad","MY",946702,4.26,0.0272,154138
472,"AS31195","MF-DV-AS","RU",945432,0.92,0.0272,133341
473,"AS58678","INTECHONLINE-IN Intech Online Private Limited","IN",940448,0.20,0.0270,131670
474,"AS31205","MF-SIB-AS","RU",939923,0.92,0.0270,132564
475,"AS8764","TELIA-LIETUVA","LT",931186,42.09,0.0268,168290
476,"AS45543","SCTV-AS-VN SaiGon Tourist cable Televition Company","VN",929792,1.84,0.0267,139027
477,"AS9583","SIFY-AS-IN Sify Limited","IN",929505,0.20,0.0267,130138
478,"AS45102","CNNIC-ALIBABA-CN-NET-AP Alibaba (China) Technology Co., Ltd.","CN",928714,0.13,0.0267,31194
479,"AS5713","SAIX-NET","ZA",926309,3.07,0.0266,22023
480,"AS133661","NETPLUS-AS Netplus Broadband Services Private Limited","IN",921342,0.19,0.0265,128995
481,"AS134762","CHINANET-SICHUAN-CHENGDU-MAN CHINANET Sichuan province Chengdu MAN network","CN",916090,0.12,0.0263,30770
482,"AS15975","HADARA-AS","PS",905426,27.99,0.0260,48703
483,"AS36937","Neotel-AS","ZA",903975,3.00,0.0260,21492
484,"AS11492","CABLEONE - CABLE ONE, INC.","US",902000,0.31,0.0259,227256
485,"AS3216","SOVAM-AS","RU",897069,0.87,0.0258,126520
486,"AS37223","VODACOM-","MZ",890902,44.58,0.0256,51483
487,"AS8422","NETCOLOGNE","DE",887216,1.22,0.0255,55091
488,"AS16276","OVH","FR",884594,1.56,0.0254,123302
489,"AS31224","MF-UGSM-AS","RU",883703,0.86,0.0254,124635
490,"AS38264","WATEEN-IMS-PK-AS-AP National WiMAXIMS environment","PK",880158,2.43,0.0253,112440
491,"AS6830","LGI-UPC formerly known as UPC Broadband Holding B.V.","CH",877563,11.71,0.0252,71046
492,"AS47377","MES KPN Belgium Business NV has been acquired by Mobistar","BE",875426,8.56,0.0252,72479
493,"AS34058","LIFECELL-AS","UA",874916,4.53,0.0252,189490
494,"AS8412","TMA Rennweg 97-99","AT",871975,12.27,0.0251,61577
495,"AS6614","USCC-ASN - UNITED STATES CELLULAR TELEPHONE COMPANY (GREATER KNOXVILLE), L.P.","US",871438,0.30,0.0251,219556
496,"AS327931","Optimum-Telecom-Algeria","DZ",866036,10.33,0.0249,436848
497,"AS29091","IPNXng","NG",863672,0.94,0.0248,15755
498,"AS7497","CSTNET-AS-AP Computer Network Information Center","CN",863125,0.12,0.0248,28991
499,"AS1241","FORTHNET-GR Forthnet","GR",862695,11.96,0.0248,393159
500,"AS63949","LINODE-AP Linode, LLC","US",857903,0.30,0.0247,216146
501,"AS8228","CEGETEL-AS","FR",851830,1.51,0.0245,118735
502,"AS30969","ZOL-AS","ZW",848720,23.47,0.0244,45744
503,"AS16010","MAGTICOMAS Caucasus-Online","GE",842131,40.78,0.0242,192096
504,"AS25472","WIND-AS","GR",841610,11.67,0.0242,383550
505,"AS11845","Vox-Telecom","ZA",840126,2.79,0.0241,19974
506,"AS14868","COPEL Telecomunicaes S.A.","BR",836126,0.59,0.0240,80760
507,"AS48159","TIC-AS","IR",829759,2.05,0.0239,47206
508,"AS20473","AS-CHOOPA - Choopa, LLC","JP",821152,0.71,0.0236,49702
509,"AS12978","DOGAN-ONLINE","TR",820726,1.71,0.0236,342074
510,"AS803","SASKTEL - Saskatchewan Telecommunications","CA",819439,2.49,0.0236,115388
511,"AS1257","TELE2","SE",818955,8.76,0.0235,69110
512,"AS21299","ORBITA-PLUS-AS Almaty, Republic of Kazakhstan","KZ",818408,7.90,0.0235,126312
513,"AS21021","MULTIMEDIA-AS Cable DTV Internet Voice Provider in Poland.","PL",818075,2.97,0.0235,150382
514,"AS12714","TI-AS Moscow, Russia","RU",816990,0.80,0.0235,115226
515,"AS29357","WATANIYATELECOM-AS","KW",816008,24.06,0.0235,118352
516,"AS14754","Telgua","NI",813806,66.19,0.0234,146548
517,"AS45184","DEN-ISP-AS-IN-AP Den Digital Entertainment Pvt. Ltd. AS ISP india","IN",813398,0.17,0.0234,113882
518,"AS5378","","GB",812335,1.31,0.0234,99189
519,"AS8075","MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation","IN",812205,0.17,0.0233,113715
520,"AS132203","TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue","CN",811709,0.11,0.0233,27264
521,"AS34170","AS-AZTELEKOM Azerbaijan Telecomunication ISP","AZ",809908,13.26,0.0233,79801
522,"AS24323","AAMRA-NETWORKS-AS-AP aamra networks limited","BD",807996,3.65,0.0232,117942
523,"AS6830","LGI-UPC formerly known as UPC Broadband Holding B.V.","IE",806273,20.58,0.0232,143620
524,"AS12626","AS12626","FR",805778,1.43,0.0232,112316
525,"AS4775","GLOBE-TELECOM-AS Globe Telecoms","PH",803854,1.71,0.0231,93257
526,"AS21277","NWRZ","IQ",803558,15.38,0.0231,378281
527,"AS28545","Cablemas Telecomunicaciones SA de CV","MX",802248,1.35,0.0231,162383
528,"AS8781","QA-ISP","QA",798188,31.67,0.0229,109389
529,"AS6939","HURRICANE - Hurricane Electric LLC","US",787130,0.27,0.0226,198315
530,"AS37453","VODACOM-CONGO","CD",785335,23.37,0.0226,15185
531,"AS23752","NPTELECOM-NP-AS Nepal Telecommunications Corporation, Internet Services","NP",784049,15.26,0.0225,208244
532,"AS9443","INTERNETPRIMUS-AS-AP Primus Telecommunications","AU",782159,3.67,0.0225,61877
533,"AS7679","QTNET QTnet,Inc.","JP",779518,0.67,0.0224,47182
534,"AS2609","TN-BB-AS Tunisia BackBone AS","TN",777472,13.74,0.0223,117282
535,"AS4758","NICNET-VSNL-BOARDER-AP National Informatics Centre","IN",775885,0.16,0.0223,108630
536,"AS37594","MTN","SS",775818,34.38,0.0223,743
537,"AS23243","COMCEL GUATEMALA S.A.","GT",774256,16.69,0.0223,79059
538,"AS719","ELISA-AS Helsinki, Finland","FI",773489,15.05,0.0222,49979
539,"AS18809","Cable Onda","PA",769376,40.40,0.0221,114637
540,"AS39706","O2-GERMANY-AS","DE",769089,1.06,0.0221,47756
541,"AS5466","EIRCOM Internet House","IE",768940,19.63,0.0221,136970
542,"AS16960","Cablevision Red, S.A de C.V.","MX",765357,1.29,0.0220,154916
543,"AS58466","CT-GUANGZHOU-IDC CHINANET Guangdong province network","CN",764818,0.10,0.0220,25689
544,"AS58461","CT-HANGZHOU-IDC No.288,Fu-chun Road","CN",762317,0.10,0.0219,25605
545,"AS42437","T2-ROSTOV-AS","RU",759268,0.74,0.0218,107085
546,"AS132116","ANINETWORK-IN Ani Network Pvt Ltd","IN",759179,0.16,0.0218,106291
547,"AS52362","Servicios Innovadores de Comunicacin y Entretenimiento, S.A.","GT",758880,16.35,0.0218,77489
548,"AS37054","TGN","MG",755020,65.47,0.0217,32486
549,"AS37035","MIC-AS","TZ",751553,23.43,0.0216,94291
550,"AS24940","HETZNER-AS","DE",751535,1.04,0.0216,46666
551,"AS24955","UBN-AS","RU",747562,0.73,0.0215,105434
552,"AS11232","MIDCO-NET - Midcontinent Communications","US",742307,0.26,0.0213,187022
553,"AS42772","VELCOM-AS","BY",740922,12.87,0.0213,130847
554,"AS63949","LINODE-AP Linode, LLC","JP",739106,0.64,0.0212,44736
555,"AS9145","EWETEL Cloppenburger Strasse 310","DE",737460,1.02,0.0212,45792
556,"AS132453","TRIPLE-PLAY-IN TRIPLE PLAY BROADBAND PRIVATE LIMITED","IN",736887,0.16,0.0212,103170
557,"AS9929","CUII CHINA UNICOM Industrial Internet Backbone","CN",736087,0.10,0.0212,24724
558,"AS20661","TURKMENTELECOM-AS","TM",735968,85.65,0.0212,197
559,"AS36890","MTNRW-ASN","RW",732349,46.37,0.0211,47504
560,"AS37963","CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd.","CN",730609,0.10,0.0210,24540
561,"AS30689","FLOW-NET - FLOW","JM",730289,57.92,0.0210,406727
562,"AS12735","ASTURKNET","TR",730163,1.52,0.0210,304328
563,"AS45117","INPL-IN-AP Ishans Network","IN",727831,0.15,0.0209,101902
564,"AS12876","AS12876","FR",719587,1.27,0.0207,100302
565,"AS15962","OSK-DNI Slovakia","SK",715037,15.90,0.0206,87111
566,"AS13127","VERSATEL AS for the Trans-European Tele2 IP Transport backbone","NL",707474,4.41,0.0203,73322
567,"AS6079","RCN-AS - RCN","US",704803,0.24,0.0203,177573
568,"AS55430","STARHUBINTERNET-AS-NGNBN Starhub Internet Pte Ltd","SG",703214,14.55,0.0202,207724
569,"AS4721","JCN Jupiter Telecommunications Co., Ltd.","JP",695225,0.60,0.0200,42080
570,"AS37463","MTN-CONGO","CD",691725,20.58,0.0199,13375
571,"AS134772","CHINANET-GUANGDONG-DONGGUAN-MAN CHINANET Guangdong province Dongguan MAN network","CN",691638,0.09,0.0199,23231
572,"AS15502","VODAFONE-IRELAND-ASN","IE",691114,17.64,0.0199,123107
573,"AS28554","Cablemas Telecomunicaciones SA de CV","MX",689872,1.16,0.0198,139637
574,"AS12400","PARTNER-AS","IL",681631,10.99,0.0196,93671
575,"AS15169","GOOGLE - Google LLC","US",681072,0.23,0.0196,171594
576,"AS23650","CHINANET-JS-AS-AP AS Number for CHINANET jiangsu province backbone","CN",680771,0.09,0.0196,22866
577,"AS12849","HOTNET-IL AMS-IX Admin LAN","IL",680757,10.97,0.0196,93551
578,"AS5416","Internet Service Provider","BH",680209,45.66,0.0196,77166
579,"AS50810","MOBINNET-AS Gcore CDN AS is AS199524","IR",678312,1.68,0.0195,38590
580,"AS14061","DIGITALOCEAN-ASN - DigitalOcean, LLC","NL",675526,4.21,0.0194,70011
581,"AS35074","COBRANET-AS","NG",672573,0.73,0.0193,12269
582,"AS55714","APNIC-FIBERLINK-PK Fiberlink Pvt.Ltd","PK",669339,1.84,0.0192,85508
583,"AS56209","RKINFRATEL-IN R. K. INFRATEL LIMITED","IN",665656,0.14,0.0191,93197
584,"AS36522","BELLMOBILITY-1 - BELL MOBILITY INC.","CA",665107,2.02,0.0191,93656
585,"AS33788","KANARTEL","SD",664484,5.95,0.0191,4986
586,"AS9116","GOLDENLINES-ASN 012 Smile Communications Main Autonomous System","IL",664173,10.71,0.0191,91272
